"Category","Description","Nutrient Data Bank Number","Data.Alpha Carotene","Data.Ash","Data.Beta Carotene","Data.Beta Cryptoxanthin","Data.Carbohydrate","Data.Cholesterol","Data.Choline","Data.Fiber","Data.Kilocalories","Data.Lutein and Zeaxanthin","Data.Lycopene","Data.Manganese","Data.Niacin","Data.Pantothenic Acid","Data.Protein","Data.Refuse Percentage","Data.Retinol","Data.Riboflavin","Data.Selenium","Data.Sugar Total","Data.Thiamin","Data.Water","Data.Fat.Monosaturated Fat","Data.Fat.Polysaturated Fat","Data.Fat.Saturated Fat","Data.Fat.Total Lipid","Data.Household Weights.1st Household Weight","Data.Household Weights.1st Household Weight Description","Data.Household Weights.2nd Household Weight","Data.Household Weights.2nd Household Weight Description","Data.Major Minerals.Calcium","Data.Major Minerals.Copper","Data.Major Minerals.Iron","Data.Major Minerals.Magnesium","Data.Major Minerals.Phosphorus","Data.Major Minerals.Potassium","Data.Major Minerals.Sodium","Data.Major Minerals.Zinc","Data.Vitamins.Vitamin A - IU","Data.Vitamins.Vitamin A - RAE","Data.Vitamins.Vitamin B12","Data.Vitamins.Vitamin B6","Data.Vitamins.Vitamin C","Data.Vitamins.Vitamin E","Data.Vitamins.Vitamin K"
"TEA","TEA,BREWED,PREP W/TAP H2O","14355","0","0.0","0","0","0.3","0","0","0.0","1","0","0","0.219","0.0","0.011","0.0","0","0","0.014","0.0","0.0","0.0","99.7","0.001","0.004","0.002","0.0","237.0","1 cup,  (8 fl oz)","30","1 fl oz","0","0.01","0.02","3","1","37","3","0.02","0","0","0.0","0.0","0.0","0.0","0.0"
"TEA","TEA,INST,SWTND W/NA SACCHARIN,LEMON-FLAV,PDR,DECAFFEINATED","14356","0","7.2","0","0","85.4","0","40","0.0","338","0","0","30.37","3.88","1.54","3.3","0","0","0.335","1.8","1.879999995","0.0","3.5","0.0","0.0","0.0","0.6","1.6","2 tsp","0","","21","0.12","8.87","125","140","2568","412","0.89","0","0","0.0","0.121","0.0","0.0","0.0"
"TEA","TEA,INST,SWTND W/SUGAR,LEMN-FLAV,WO/ VIT C,PDR,DECAFFEINATED","14357","0","0.47","0","0","98.55","0","0","0.0","385","0","0","2.965","0.125","0.11","0.12","0","0","0.0","0.6","95.29000092","0.011","0.13","0.027","0.209","0.091","0.73","182.0","1 cup","23","1 serving,  (3 heaping tsp)","2","0.01","0.21","3","2","169","5","0.03","0","0","0.0","0.015","0.0","0.0","0.0"
"TEA","TEA,INST,UNSWTND,PDR","14366","0","16.04","0","0","58.66","0","118","8.5","315","0","0","133.0","10.8","4.53","20.21","0","0","0.985","5.3","5.53000021","0.0","5.09","0.0","0.0","0.0","0.0","0.7","1 serving,  1 tsp","0","","118","0.55","2.26","272","239","6040","72","1.69","0","0","0.0","0.356","0.0","0.0","0.0"
"TEA","TEA,INST,UNSWTND,PDR,PREP","14367","0","0.15","0","0","0.17","0","0","0.0","1","0","0","0.392","0.032","0.013","0.06","0","0","0.003","0.0","0.02","0.0","99.62","0.0","0.0","0.0","0.0","237.7","1 serving, 8 fl oz cup","30","1 fl oz","3","0.011","0.01","2","1","18","4","0.01","0","0","0.0","0.001","0.0","0.0","0.0"
"TEA","TEA,INST,UNSWTND,LEMON-FLAVORED,PDR","14368","0","9.6","0","0","78.52","0","66","5.0","345","0","0","30.67","6.168","2.597","7.4","0","0","0.558","3.0","4.519999981","0.017","4.3","0.012","0.117","0.047","0.18","1.4","1 tsp,  rounded","11","2 tbsp,  rounded","28","0.331","0.75","139","107","3453","55","0.98","0","0","0.0","0.223","0.0","0.09","0.0"
"TEA","TEA,INST,SWTND W/SUGAR,LEMON-FLAVORED,WO/ VIT C,PDR","14370","0","0.47","0","0","98.55","0","1","0.699999988","401","0","0","1.41","0.125","0.0","0.12","0","0","0.0","0.6","95.29000092","0.011","0.13","0.033","0.218","0.097","0.73","182.0","1 cup","23","1 serving,  (3 heaping tsp)","2","0.01","0.21","3","2","169","5","0.03","0","0","0.0","0.015","0.0","0.0","0.0"
"TEA","TEA,INST,SWTND W/SUGAR,LEMON-FLAVORED,WO/ VIT C,PDR,PREP","14371","0","0.13","0","0","8.61","0","0","0.100000001","35","0","0","0.124","0.011","0.0","0.01","0","0","0.0","0.1","8.329999924","0.001","91.18","0.002","0.018","0.008","0.06","259.0","1 cup,  (8 fl oz)","0","","2","0.007","0.02","1","0","15","2","0.01","0","0","0.0","0.001","0.0","0.0","0.0"
"TEA","TEA,INST,SWTND W/NA SACCHARIN,LEMON-FLAVORED,PDR","14375","0","7.2","0","0","85.4","0","40","0.0","338","0","0","30.37","3.88","1.54","3.3","0","0","0.335","1.8","1.879999995","0.0","3.5","0.0","0.0","0.0","0.6","1.6","2 tsp","14","4 tbsp,  (1/4 cup)","21","0.12","8.87","125","140","2568","412","0.89","0","0","0.0","0.121","0.0","0.0","0.0"
"TEA","TEA,INST,SWTND W/NA SACCHARIN,LEMON-FLAVORED,PREP","14376","0","0.14","0","0","0.44","0","0","0.0","2","0","0","0.155","0.02","0.008","0.02","0","0","0.002","0.0","0.01","0.0","99.41","0.0","0.0","0.0","0.0","238.22","1 serving, 8 fl oz cup","30","1 fl oz","3","0.01","0.05","2","1","14","6","0.01","0","0","0.0","0.001","0.0","0.0","0.0"
"TEA","TEA,HERB,OTHER THAN CHAMOMILE,BREWED","14381","0","0.0","0","0","0.2","0","0","0.0","1","0","0","0.044","0.0","0.011","0.0","0","0","0.004","0.0","0.0","0.01","99.7","0.001","0.005","0.002","0.0","29.6","1 fl oz","178","6 fl oz","2","0.015","0.08","1","0","9","1","0.04","0","0","0.0","0.0","0.0","0.0","0.0"
"SPORTS DRK","SPORTS DRK,FRUIT-FLAVORED,LO CAL,RTD","14383","0","0.2","0","0","3.0","0","0","0.0","11","0","0","0.0","0.0","0.0","0.0","0","0","0.0","0.1","0.0","0.0","96.8","0.0","0.0","0.0","0.0","240.0","1 cup,  (8 fl oz)","30","1 fl oz","0","0.02","0.05","1","9","10","35","0.02","0","0","0.0","0.0","6.3","0.0","0.0"
"WATER","WATER,BTLD,PERRIER","14384","0","0.1","0","0","0.0","0","0","0.0","0","0","0","0.0","0.0","0.0","0.0","0","0","0.0","0.0","0.0","0.0","99.9","0.0","0.0","0.0","0.0","29.57","1 fl oz","192","1 bottle,  6.5 fl oz","14","0.0","0.0","0","0","0","1","0.0","0","0","0.0","0.0","0.0","0.0","0.0"
"WATER","WATER,BTLD,POLAND SPRING","14385","0","0.0","0","0","0.0","0","0","0.0","0","0","0","0.0","0.0","0.0","0.0","0","0","0.0","0.0","0.0","0.0","100.0","0.0","0.0","0.0","0.0","29.57","1 fl oz","500","1 bottle,  16.9 fl oz in packages of 6 and 24","1","0.0","0.01","1","0","0","1","0.0","0","0","0.0","0.0","0.0","0.0","0.0"
"COCOA MIX","COCOA MIX,W/ ASPRT,PDR,PREP W/ H2O","14390","0","0.57","0","0","5.61","0","0","0.600000024","29","1","0","0.052","0.085","0.298","1.21","0","0","0.109","1.3","2.930000067","0.021","92.38","0.076","0.007","0.139","0.23","192.42","1 serving, 6 fl oz","32","1 fl oz","48","0.066","0.39","17","70","211","72","0.27","1","0","0.09","0.025","0.0","0.0","0.1"
"CARBONATED BEV","CARBONATED BEV,COLA,CONTAINS CAFFEINE","14400","0","0.04","0","0","9.56","0","0","0.0","37","0","0","0.002","0.0","0.0","0.07","0","0","0.0","0.1","8.970000267","0.0","90.31","0.0","0.0","0.0","0.02","30.69","1 fl oz","368","1 can, 12 fl oz","2","0.001","0.11","0","10","2","4","0.02","0","0","0.0","0.0","0.0","0.0","0.0"
"FRUIT PUNCH JUC DRK","FRUIT PUNCH JUC DRK,FRZ CONC","14405","0","0.5","0","0","43.1","0","0","0.200000003","175","0","0","0.21","0.208","0.103","0.3","0","0","0.23","0.0","0.0","0.004","55.5","0.086","0.173","0.087","0.7","35.2","1 fl oz","423","1 can,  (12 fl oz)","20","0.07","0.8","11","12","270","10","0.7","21","1","0.0","0.045","19.7","0.0","0.0"
"FRUIT PUNCH JUC DRK","FRUIT PUNCH JUC DRK,FRZ CONC,PREP W/H2O","14406","0","0.2","0","0","10.44","0","0","0.0","42","0","0","0.051","0.05","0.025","0.07","0","0","0.056","0.0","0.0","0.001","89.15","0.021","0.042","0.021","0.17","234.12","1 serving, 8 fl oz","29","1 fl oz","7","0.024","0.2","3","3","66","5","0.17","5","0","0.0","0.011","4.8","0.0","0.0"
"ORANGE-FLAVOR DRK","ORANGE-FLAVOR DRK,BRKFST TYPE,PDR","14407","0","0.92","0","1","98.94","0","0","0.400000006","386","1","0","0.05","8.0","0.007","0.0","0","599","0.68","0.5","92.30999756","0.001","0.14","0.0","0.0","0.0","0.0","26.0","1 serving, 2 tbsp","0","","385","0.013","0.02","0","151","190","17","0.01","2000","600","0.0","0.8","230.8","0.0","0.0"
"ORANGE-FLAVOR DRK","ORANGE-FLAVOR DRK,BRKFST TYPE,PDR,PREP W/ H2O","14408","0","0.2","0","0","12.65","0","0","0.100000001","49","0","0","0.007","1.023","0.001","0.0","0","77","0.087","0.1","11.80000019","0.0","87.15","0.0","0.0","0.0","0.0","203.42","1 serving, 6 fl oz","34","1 fl oz","52","0.01","0.0","1","19","25","5","0.01","256","77","0.0","0.102","29.5","0.0","0.0"
"ORANGE-FLAVOR DRK","ORANGE-FLAVOR DRK,BRKFST TYPE,LO CAL,PDR","14409","0","8.7","0","0","85.9","0","0","3.799999952","217","0","0","0.0","80.0","0.0","3.6","0","6006","6.8","0.0","2.599999905","0.0","1.8","0.0","0.0","0.0","0.0","2.5","1 portion,  amount of dry mix to make 8 fl oz prepared","0","","1378","0.003","0.07","275","629","3132","81","0.0","20000","6006","0.0","8.0","2400.0","0.0","0.0"
"WATER","WATER,TAP,DRINKING","14411","0","0.1","0","0","0.0","0","0","0.0","0","0","0","0.0","0.0","0.0","0.0","0","0","0.0","0.0","0.0","0.0","99.9","0.0","0.0","0.0","0.0","29.57","1 fl oz","237","1 cup, 8 fl oz","3","0.01","0.0","1","0","0","4","0.01","0","0","0.0","0.0","0.0","0.0","0.0"
"WATER","WATER,TAP,WELL","14412","0","0.1","0","0","0.0","0","0","0.0","0","0","0","0.0","0.0","0.0","0.0","0","0","0.0","0.0","0.0","0.0","99.9","0.0","0.0","0.0","0.0","29.57","1 fl oz","237","1 cup, 8 fl oz","3","0.016","0.0","1","0","0","5","0.01","0","0","0.0","0.0","0.0","0.0","0.0"
"ALCOHOLIC BEV","ALCOHOLIC BEV,LIQUEUR,COFFEE,53 PROOF","14414","0","0.1","0","0","46.8","0","1","0.0","326","0","0","0.014","0.144","0.0","0.1","0","0","0.012","0.4","46.43000031","0.004","31.0","0.022","0.105","0.106","0.3","34.8","1 fl oz","52","1 jigger,  1.5 fl oz","1","0.04","0.06","3","6","30","8","0.03","0","0","0.0","0.0","0.0","0.0","0.0"
"ALCOHOLIC BEV","ALCOHOLIC BEV,LIQUEUR,COFFEE W/CRM,34 PROOF","14415","0","0.4","30","0","20.9","58","8","0.0","327","0","0","0.006","0.078","0.087","2.8","0","171","0.057","0.4","19.76000023","0.011","46.5","4.458","0.669","9.664","15.7","31.1","1 fl oz","47","1 jigger,  1.5 fl oz","16","0.04","0.13","2","50","32","92","0.16","620","173","0.08","0.011","0.2","0.45","1.3"
"CARB BEV","CARB BEV,LO CAL,COLA OR PEP,W/ ASPRT, CAF","14416","0","0.03","0","0","0.29","0","0","0.0","2","0","0","0.107","0.0","0.0","0.11","0","0","0.023","0.0","0.0","0.005","99.54","0.0","0.0","0.0","0.03","29.6","1 fl oz","355","1 can, 12 fl oz","3","0.002","0.11","1","9","8","8","0.01","0","0","0.0","0.0","0.0","0.0","0.0"
"COFFEE SUB","COFFEE SUB,CRL GRAIN BEV,PDR,PREP W/ WHL MILK","14421","0","0.8","0","0","5.6","13","0","0.100000001","65","0","0","0.016","0.293","0.31","3.3","0","28","0.161","5.5","0.0","0.038","87.0","0.958","0.144","2.061","3.3","185.0","6 fl oz","0","","119","0.012","0.11","16","99","172","49","0.38","124","28","0.35","0.042","0.9","0.0","0.0"
"DAIRY DRK MIX","DAIRY DRK MIX,CHOC,RED CAL,W/ASPRT,PDR","14422","0","8.2","1","0","51.4","24","128","9.399999619","329","12","0","0.73","1.25","2.139","25.0","0","209","1.938","21.5","32.93999863","0.112","12.8","0.496","0.061","1.871","2.6","21.3","1 packet,  (.75 oz)","0","","1412","0.8","7.7","210","893","2240","659","3.6","698","209","2.03","0.11","5.6","0.04","0.8"
"DAIRY DRK MIX","DAIRY DRK MIX,CHOC,RED CAL,W/ ASPRT,PDR,PREP W/ H2O & ICE","14423","0","0.81","0","0","4.51","2","0","0.800000012","29","1","0","0.064","0.11","0.188","2.19","0","18","0.17","1.9","2.890000105","0.01","92.26","0.043","0.005","0.164","0.23","242.91","1 serving","0","","127","0.079","0.68","19","78","197","61","0.32","61","18","0.18","0.01","0.5","0.0","0.1"
"ORANGE-FLAVOR DRK","ORANGE-FLAVOR DRK,BRKFST TYPE,W/PULP,FRZ CONC","14424","0","1.3","0","0","42.9","0","0","0.200000003","172","0","0","0.028","0.0","0.025","0.1","0","0","0.133","0.3","41.84999847","0.422","55.2","0.226","0.197","0.078","0.5","35.3","1 fl oz","424","1 can,  (12 fl oz)","130","0.039","0.26","2","76","435","24","0.06","0","0","0.0","0.0","243.1","0.3","0.2"
"ORANGE-FLAVOR DRK","ORANGE-FLAVOR DRK,BRKFST TYPE,W/PULP,FRZ CONC,PREP W/H2O","14425","0","0.44","0","0","12.21","0","0","0.0","49","0","0","0.008","0.0","0.007","0.03","0","0","0.038","0.1","11.90999985","0.12","87.18","0.064","0.056","0.022","0.14","248.02","1 serving, 8 fl oz","31","1 fl oz","39","0.018","0.08","1","22","124","10","0.02","0","0","0.0","0.0","69.2","0.09","0.1"
"ORANGE DRK","ORANGE DRK,BRKFST TYPE,W/ JUC & PULP,FRZ CONC","14426","0","1.4","11","0","39.0","0","2","0.100000001","153","0","0","0.048","0.87","0.65","0.4","0","0","3.59","0.0","38.04999924","0.363","59.2","0.003","0.004","0.002","0.0","36.3","1 fl oz","436","1 can,  (12 fl oz)","399","0.32","0.26","34","115","465","26","0.12","21","1","0.0","0.244","189.7","0.09","0.1"
"ORANGE DRK","ORANGE DRK,BRKFST TYPE,W/JUC&PULP,FRZ CONC,PREP W/H2O","14427","0","0.48","3","0","11.32","0","0","0.0","45","0","0","0.014","0.253","0.189","0.12","0","0","1.042","0.0","11.05000019","0.105","88.08","0.001","0.001","0.001","0.0","250.02","1 serving, 8 fl oz","31","1 fl oz","118","0.1","0.08","11","33","167","10","0.04","6","0","0.0","0.071","55.1","0.02","0.0"
"SHAKE","SHAKE,FAST FD,STRAWBERRY","14428","0","0.9","0","0","18.9","11","0","0.400000006","113","0","0","0.015","0.175","0.492","3.4","0","26","0.195","2.1","0.0","0.045","74.1","0.0","0.0","1.734","2.8","23.52","1 fl oz","282","1 small,  12 fl oz","113","0.022","0.11","13","100","182","83","0.36","120","26","0.31","0.044","0.8","0.0","0.0"
"WATER","WATER,TAP,MUNICIPAL","14429","0","0.1","0","0","0.0","0","0","0.0","0","0","0","0.0","0.0","0.0","0.0","0","0","0.0","0.0","0.0","0.0","99.9","0.0","0.0","0.0","0.0","29.57","1 fl oz","237","1 cup, 8 fl oz","3","0.009","0.0","1","0","1","3","0.0","0","0","0.0","0.0","0.0","0.0","0.0"
"CRANBERRY JUC COCKTAIL","CRANBERRY JUC COCKTAIL,FRZ CONC","14430","0","0.1","0","0","51.45","0","0","0.200000003","201","0","0","0.14","0.04","0.487","0.05","0","0","0.032","0.0","42.5","0.023","48.4","0.0","0.0","0.0","0.0","36.2","1 fl oz","435","1 can,  (12 fl oz)","11","0.02","0.3","5","5","49","4","0.07","34","2","0.0","0.049","45.8","0.0","0.0"
"CRANBERRY JUC COCKTAIL","CRANBERRY JUC COCKTAIL,FRZ CONC,PREP W/ H2O","14431","0","0.1","0","0","11.81","0","0","0.0","47","0","0","0.032","0.009","0.112","0.01","0","0","0.007","0.0","9.760000229","0.005","88.08","0.0","0.0","0.0","0.0","236.69","1 serving, 8 fl oz","30","1 fl oz","5","0.012","0.07","2","1","12","4","0.02","8","0","0.0","0.011","10.5","0.0","0.0"
"WATER","WATER,BTLD,NON-CARBONATED,DANNON","14432","0","0.0","0","0","0.0","0","0","0.0","0","0","0","0.0","0.0","0.0","0.0","0","0","0.0","0.0","0.0","0.0","99.98","0.0","0.0","0.0","0.0","29.57","1 fl oz","331","1 bottle,  11.2 fl oz in package of 12","3","0.0","0.0","1","0","0","0","0.0","0","0","0.0","0.0","0.0","0.0","0.0"
"WATER","WATER,BTLD,NON-CARBONATED,PEPSI,AQUAFINA","14433","0","0.0","0","0","0.0","0","0","0.0","0","0","0","0.0","0.0","0.0","0.0","0","0","0.0","0.0","0.0","0.0","99.97","0.0","0.0","0.0","0.0","29.57","1 fl oz","500","1 bottle,  16.9 fl oz in packages of 6, 12 or 24","0","0.0","0.0","0","0","0","0","0.0","0","0","0.0","0.0","0.0","0.0","0.0"
"WATER","WATER,BTLD,NON-CARBONATED,DASANI","14434","0","0.0","0","0","0.0","0","0","0.0","0","0","0","0.0","0.0","0.0","0.0","0","0","0.0","0.0","0.0","0.0","99.96","0.0","0.0","0.0","0.0","29.57","1 fl oz","500","1 bottle,  16.9 fl oz in packages of 6 and 24","0","0.0","0.0","0","0","0","0","0.0","0","0","0.0","0.0","0.0","0.0","0.0"
"ORANGE BRKFST DRK","ORANGE BRKFST DRK,RTD","14435","1","0.3","5","12","10.8","0","0","0.200000003","43","15","0","0.013","0.068","0.051","0.0","0","0","0.009","0.1","6.559999943","0.017","88.9","0.0","0.0","0.0","0.0","250.0","1 cup,  (8 fl oz)","31","1 fl oz","4","0.018","0.04","3","3","41","2","0.02","18","1","0.0","0.013","13.0","0.04","0.0"
"ORANGE BRKFST DRK","ORANGE BRKFST DRK,RTD,W/ ADDED NUTR","14436","0","1.4","219","62","13.2","0","0","0.100000001","53","8","0","0.013","0.09","0.051","0.0","0","0","0.01","0.0","8.020000458","0.12","85.4","0.0","0.0","0.0","0.0","31.6","1 fl oz","253","1 cup,  (8 fl oz)","100","0.027","0.05","5","7","83","54","0.05","417","21","0.0","0.02","24.0","0.04","0.0"
"WATER","WATER,BTLD,NON-CARBONATED,CALISTOGA","14437","0","0.1","0","0","0.0","0","0","0.0","0","0","0","0.0","0.0","0.0","0.0","0","0","0.0","0.0","0.0","0.0","100.0","0.0","0.0","0.0","0.0","29.57","1 fl oz","500","1 bottle,  16.9 fl oz","0","0.0","0.0","0","0","0","0","0.0","0","0","0.0","0.0","0.0","0.0","0.0"
"WATER","WATER,BTLD,NON-CARBONATED,CRYSTAL GEYSER","14438","0","0.1","0","0","0.0","0","0","0.0","0","0","0","0.0","0.0","0.0","0.0","0","0","0.0","0.0","0.0","0.0","100.0","0.0","0.0","0.0","0.0","29.57","1 fl oz","237","1 bottle,  8 fl oz in packages of 8","3","0.0","0.0","0","0","0","1","0.0","0","0","0.0","0.0","0.0","0.0","0.0"
"WATER","WATER,BTLD,NON-CARBONATED,NAYA","14439","0","0.1","0","0","0.0","0","0","0.0","0","0","0","0.0","0.0","0.0","0.0","0","0","0.0","0.0","0.0","0.0","100.0","0.0","0.0","0.0","0.0","29.57","1 fl oz","0","","4","0.0","0.0","2","0","0","1","0.0","0","0","0.0","0.0","0.0","0.0","0.0"
"WATER","WATER,BTLD,NON-CARBONATED,DANNON FLUORIDE TO GO","14440","0","0.0","0","0","0.03","0","0","0.0","0","0","0","0.0","0.0","0.0","0.0","0","0","0.0","0.0","0.0","0.0","99.97","0.0","0.0","0.0","0.0","29.57","1 fl oz","251","1 bottle,  8.5 fl oz in packages of 8","3","0.0","0.01","1","0","0","1","0.0","0","0","0.0","0.0","0.0","0.0","0.0"
"DRINK MIX","DRINK MIX,QUAKER OATS,GATORADE,ORANGE FLAVOR,PDR","14450","0","2.15","0","0","94.11","0","0","0.0","388","0","0","0.05","0.22","0.055","0.0","0","0","0.802","0.0","80.5","0.011","2.51","0.0","0.0","0.0","1.23","207.3","1 cup, powder","23","1 scoop, powder","40","0.25","0.34","1","120","30","63","0.06","0","0","0.0","0.022","0.4","0.0","0.0"
"SPORTS DRK","SPORTS DRK,PEPSICO,GATORADE,FRUIT-FLAVORED,RTD","14460","0","0.14","0","0","6.43","0","0","0.0","26","0","0","0.013","0.22","0.055","0.0","0","0","0.0","0.0","5.239999771","0.011","93.38","0.0","0.0","0.0","0.0","30.46","1 fl oz","244","8 fl oz","1","0.006","0.05","0","10","15","39","0.01","0","0","0.0","0.022","0.4","0.0","0.2"
"SPORTS DRK","SPORTS DRK,COCA-COLA,POWERADE,LEMON-LIME FLAV,RTD","14461","0","0.2","0","0","7.84","0","0","0.0","32","0","0","0.0","1.565","0.0","0.0","0","0","0.0","0.0","6.110000134","0.011","91.91","0.011","0.028","0.008","0.05","30.45","1 fl oz","244","8 fl oz","1","0.0","0.09","0","1","18","22","0.01","0","0","1.37","0.153","0.0","0.0","0.0"
"QUAKER OATS","QUAKER OATS,PROPEL FITNESS H2O,FRUIT-FLAVORED,NON-CARBONATED","14462","0","0.0","0","0","1.22","0","0","0.0","5","0","0","0.0","4.095","1.57","0.0","0","0","0.0","0.0","1.220000029","0.0","98.78","0.0","0.0","0.0","0.0","29.64","1 fluid ounce","501","1 bottle,  16.9 fl oz in packages of 6","1","0.0","0.03","0","0","16","13","0.0","0","0","0.01","0.556","8.8","1.67","0.0"
"TEA","TEA,RTD,ARIZONA ICED TEA,W/ LEMON FLAVOR","14475","0","0.07","0","0","9.77","0","0","0.0","39","0","0","0.16","0.0","0.0","0.0","0","0","0.0","0.0","9.630000114","0.0","90.15","0.0","0.0","0.0","0.0","30.63","1 fl oz","227","1 serving,  8 fl oz","3","0.005","0.0","1","1","10","4","0.01","0","0","0.0","0.0","0.0","0.0","0.0"
"TEA","TEA,RTD,LIPTON BRISK ICED TEA,W/ LEMON FLAVOR","14476","0","0.12","0","0","8.81","0","0","0.0","35","0","0","0.146","0.0","0.0","0.0","0","0","0.0","0.0","8.68999958","0.0","91.06","0.0","0.0","0.0","0.0","30.58","1 fl oz","245","1 serving,  8 fl oz","1","0.005","0.0","0","26","19","21","0.01","0","0","0.0","0.0","0.0","0.0","0.0"
"WHISKEY SOUR MIX","WHISKEY SOUR MIX,BTLD,W/ K&NA","14530","0","0.2","0","0","21.4","0","0","0.0","84","0","0","0.0","0.0","0.013","0.1","0","0","0.01","0.1","0.0","0.013","78.2","0.002","0.02","0.008","0.1","32.3","1 fl oz","0","","2","0.0","0.11","1","6","7","33","0.07","21","1","0.0","0.0","2.7","0.0","0.0"
"ALCOHOLIC BEV","ALCOHOLIC BEV,WHISKEY SOUR,PREP FROM ITEM 14530","14531","0","0.1","0","0","13.1","0","0","0.0","149","0","0","0.006","0.02","0.008","0.0","0","0","0.006","0.1","0.0","0.011","72.6","0.001","0.012","0.005","0.0","30.4","1 fl oz","106","1 portion,  (2 oz mix + 1.5 oz whiskey)","1","0.009","0.08","1","6","5","20","0.06","13","1","0.0","0.0","1.6","0.0","0.0"
"ALCOHOLIC BEV","ALCOHOLIC BEV,DISTILLED,ALL (GIN,RUM,VODKA,WHISKEY) 94 PROOF","14532","0","0.0","0","0","0.0","0","0","0.0","275","0","0","0.018","0.013","0.0","0.0","0","0","0.004","0.0","0.0","0.006","60.3","0.0","0.0","0.0","0.0","27.8","1 fl oz","42","1 jigger,  1.5 fl oz","0","0.021","0.04","0","4","2","1","0.04","0","0","0.0","0.001","0.0","0.0","0.0"
VEAL","VEAL,SHLDR,WHL (ARM&BLD),LN&FAT,CKD,RSTD","17118","0","1.4","0","0","0.0","113","0","0.0","184","0","0","0.03","6.33","1.3","25.32","28","0","0.34","10.7","0.0","0.07","65.31","3.16","0.61","3.4","8.42","258.0","1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","85","3 oz","27","0.139","1.03","25","215","322","96","5.12","0","0","1.82","0.26","0.0","0.46","0.0"
"VEAL","VEAL,SHLDR,WHL (ARM&BLD),LN,RAW","17119","0","1.07","0","0","0.0","86","0","0.0","112","0","0","0.029","6.15","1.45","19.79","31","0","0.29","8.3","0.0","0.09","76.58","0.96","0.31","0.9","3.0","28.35","1 oz","454","1 lb","22","0.121","0.9","24","208","311","92","4.06","0","0","1.68","0.4","0.0","0.26","0.0"
"VEAL","VEAL,SHLDR,WHL (ARM&BLD),LN,CKD,BRSD","17120","0","1.27","0","0","0.0","130","0","0.0","199","0","0","0.038","6.68","1.61","33.68","35","0","0.35","14.7","0.0","0.06","58.88","2.18","0.55","1.7","6.1","182.0","1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","85","3 oz","37","0.159","1.45","28","260","319","97","7.0","0","0","1.94","0.26","0.0","0.45","0.0"
"VEAL","VEAL,SHLDR,WHL (ARM&BLD),LN,CKD,RSTD","17121","0","1.41","0","0","0.0","114","0","0.0","170","0","0","0.03","6.44","1.32","25.81","30","0","0.34","10.9","0.0","0.07","66.66","2.4","0.53","2.5","6.62","251.0","1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","85","3 oz","27","0.142","1.03","25","218","327","97","5.25","0","0","1.86","0.26","0.0","0.5","0.0"
"VEAL","VEAL,SHLDR,ARM,LN&FAT,RAW","17122","0","1.08","0","0","0.0","82","83","0.0","132","0","0","0.028","7.63","1.26","19.34","21","0","0.27","8.4","0.0","0.08","74.05","2.08","0.38","2.26","5.44","28.35","1 oz","304","1 steak, excluding refuse (yield from 1 raw steak, with refuse, weighing 385 g)","21","0.12","1.0","25","208","327","83","3.2","0","0","1.37","0.44","0.0","0.27","4.6"
"VEAL","VEAL,SHLDR,ARM,LN&FAT,CKD,BRSD","17123","0","1.27","0","0","0.0","148","0","0.0","236","0","0","0.036","10.08","1.31","33.63","23","0","0.31","14.5","0.0","0.06","55.28","3.99","0.7","3.96","10.24","85.0","3 oz","173","1 steak, excluding refuse (yield from 1 raw steak, with refuse, weighing 385 g)","28","0.128","1.38","29","263","333","87","5.81","0","0","1.72","0.29","0.0","0.46","0.0"
"VEAL","VEAL,SHLDR,ARM,LN&FAT,CKD,RSTD","17124","0","1.44","0","0","0.0","108","0","0.0","183","0","0","0.03","8.02","1.16","25.46","21","0","0.32","11.1","0.0","0.06","64.68","3.2","0.54","3.51","8.25","283.0","1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","85","3 oz","26","0.141","1.15","26","221","348","90","4.18","0","0","1.53","0.29","0.0","0.46","0.0"
"VEAL","VEAL,SHLDR,ARM,LN,RAW","17125","0","1.12","0","0","0.0","83","0","0.0","105","0","0","0.029","7.91","1.3","20.04","25","0","0.28","8.6","0.0","0.08","76.64","0.69","0.22","0.65","2.16","28.35","1 oz","289","1 steak, excluding refuse (yield from 1 raw steak, with refuse, weighing 385 g)","22","0.124","1.02","26","215","339","86","3.34","0","0","1.42","0.46","0.0","0.27","0.0"
"VEAL","VEAL,SHLDR,ARM,LN,CKD,BRSD","17126","0","1.31","0","0","0.0","155","0","0.0","201","0","0","0.038","10.71","1.39","35.73","29","0","0.33","15.3","0.0","0.06","58.2","1.9","0.48","1.49","5.33","85.0","3 oz","160","1 steak, excluding refuse (yield from 1 raw steak, with refuse, weighing 385 g)","30","0.135","1.41","30","276","347","90","6.24","0","0","1.82","0.3","0.0","0.47","0.0"
